character_mach_warriors_lv1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_mach_warriors_lv1_run;TRUE
;idle_1;TRUE;9;character_mach_warriors_lv1_stand;TRUE
;attack_1;TRUE;7;character_mach_warriors_lv1_attack1;FALSE
;attack_2;TRUE;7;character_mach_warriors_lv1_attack2;FALSE
;celebrate_1;TRUE;11;character_mach_warriors_lv1_win;TRUE
;die;TRUE;9;character_mach_warriors_lv1_stand;FALSE
character_mach_warriors_lv2;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_mach_warriors_lv2_run;TRUE
;idle_1;TRUE;9;character_mach_warriors_lv2_stand;TRUE
;attack_1;TRUE;7;character_mach_warriors_lv2_attack1;FALSE
;attack_2;TRUE;7;character_mach_warriors_lv2_attack2;FALSE
;celebrate_1;TRUE;11;character_mach_warriors_lv2_win;TRUE
;die;TRUE;9;character_mach_warriors_lv2_stand;FALSE
character_mach_warriors_lv3;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_mach_warriors_lv3_run;TRUE
;idle_1;TRUE;9;character_mach_warriors_lv3_stand;TRUE
;attack_1;TRUE;7;character_mach_warriors_lv3_attack1;FALSE
;attack_2;TRUE;7;character_mach_warriors_lv3_attack2;FALSE
;celebrate_1;TRUE;11;character_mach_warriors_lv3_win;TRUE
;die;TRUE;9;character_mach_warriors_lv3_stand;FALSE
character_bomberman_lv1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_bomberman_lv1_run;TRUE
;idle_1;TRUE;9;character_bomberman_lv1_stand;TRUE
;attack_1;TRUE;9;character_bomberman_lv1_stand;FALSE
;celebrate_1;TRUE;13;character_bomberman_lv1_win;TRUE
;die;TRUE;9;character_bomberman_lv1_stand;FALSE
character_bomberman_lv2;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_bomberman_lv2_run;TRUE
;idle_1;TRUE;9;character_bomberman_lv2_stand;TRUE
;attack_1;TRUE;9;character_bomberman_lv2_stand;FALSE
;celebrate_1;TRUE;13;character_bomberman_lv2_win;TRUE
;die;TRUE;9;character_bomberman_lv2_stand;FALSE
character_bomberman_lv3;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_bomberman_lv3_run;TRUE
;idle_1;TRUE;9;character_bomberman_lv3_stand;TRUE
;attack_1;TRUE;9;character_bomberman_lv3_stand;FALSE
;celebrate_1;TRUE;13;character_bomberman_lv3_win;TRUE
;die;TRUE;9;character_bomberman_lv3_stand;FALSE
character_musketeer_lv1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;11;character_musketeer_lv1_run;TRUE
;idle_1;TRUE;9;character_musketeer_lv1_stand;TRUE
;idle_2;TRUE;11;character_musketeer_lv1_specialstand;TRUE
;attack_1;TRUE;9;character_musketeer_lv1_attack1;FALSE
;attack_2;TRUE;9;character_musketeer_lv1_attack1;FALSE
;celebrate_1;TRUE;9;character_musketeer_lv1_win;TRUE
;celebrate_2;TRUE;9;character_musketeer_lv1_win;TRUE
;die;TRUE;9;character_musketeer_lv1_stand;FALSE
character_musketeer_lv2;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;11;character_musketeer_lv2_run;TRUE
;idle_1;TRUE;9;character_musketeer_lv2_stand;TRUE
;idle_2;TRUE;11;character_musketeer_lv2_specialstand;TRUE
;attack_1;TRUE;9;character_musketeer_lv2_attack1;FALSE
;attack_2;TRUE;9;character_musketeer_lv2_attack1;FALSE
;celebrate_1;TRUE;9;character_musketeer_lv2_win;TRUE
;celebrate_2;TRUE;9;character_musketeer_lv2_win;TRUE
;die;TRUE;9;character_musketeer_lv2_stand;FALSE
character_musketeer_lv3;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;11;character_musketeer_lv3_run;TRUE
;idle_1;TRUE;9;character_musketeer_lv3_stand;TRUE
;idle_2;TRUE;11;character_musketeer_lv3_specialstand;TRUE
;attack_1;TRUE;9;character_musketeer_lv3_attack1;FALSE
;attack_2;TRUE;9;character_musketeer_lv3_attack1;FALSE
;celebrate_1;TRUE;9;character_musketeer_lv3_win;TRUE
;celebrate_2;TRUE;9;character_musketeer_lv3_win;TRUE
;die;TRUE;9;character_musketeer_lv3_stand;FALSE
character_theif_lv1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_theif_lv1_run;TRUE
;idle_1;TRUE;9;character_theif_lv1_stand;TRUE
;idle_2;TRUE;14;character_theif_lv1_specialstand;TRUE
;attack_1;TRUE;9;character_theif_lv1_attack1;FALSE
;attack_2;TRUE;9;character_theif_lv1_attack1;FALSE
;celebrate_1;TRUE;7;character_theif_lv1_win;TRUE
;celebrate_2;TRUE;7;character_theif_lv1_win;TRUE
;die;TRUE;9;character_theif_lv1_stand;FALSE
character_theif_lv2;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_theif_lv2_run;TRUE
;idle_1;TRUE;9;character_theif_lv2_stand;TRUE
;idle_2;TRUE;14;character_theif_lv2_specialstand;TRUE
;attack_1;TRUE;9;character_theif_lv2_attack1;FALSE
;attack_2;TRUE;9;character_theif_lv2_attack1;FALSE
;celebrate_1;TRUE;7;character_theif_lv2_win;TRUE
;celebrate_2;TRUE;7;character_theif_lv2_win;TRUE
;die;TRUE;9;character_theif_lv2_stand;FALSE
character_theif_lv3;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;7;character_theif_lv3_run;TRUE
;idle_1;TRUE;9;character_theif_lv3_stand;TRUE
;idle_2;TRUE;14;character_theif_lv3_specialstand;TRUE
;attack_1;TRUE;9;character_theif_lv3_attack1;FALSE
;attack_2;TRUE;9;character_theif_lv3_attack1;FALSE
;celebrate_1;TRUE;7;character_theif_lv3_win;TRUE
;celebrate_2;TRUE;7;character_theif_lv3_win;TRUE
;die;TRUE;9;character_theif_lv3_stand;FALSE
character_big_strong_lv1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;11;character_big_strong_lv1_run;TRUE
;idle_1;TRUE;9;character_big_strong_lv1_stand;TRUE
;attack_1;TRUE;16;character_big_strong_lv1_attack1;FALSE
;celebrate_1;TRUE;11;character_big_strong_lv1_win;TRUE
;die;TRUE;9;character_big_strong_lv1_stand;FALSE
character_big_strong_lv2;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;11;character_big_strong_lv2_run;TRUE
;idle_1;TRUE;9;character_big_strong_lv2_stand;TRUE
;attack_1;TRUE;7;character_big_strong_lv2_attack1;FALSE
;celebrate_1;TRUE;11;character_big_strong_lv2_win;TRUE
;die;TRUE;9;character_big_strong_lv2_stand;FALSE
character_big_strong_lv3;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;11;character_big_strong_lv3_run;TRUE
;idle_1;TRUE;9;character_big_strong_lv3_stand;TRUE
;attack_1;TRUE;7;character_big_strong_lv3_attack1;FALSE
;celebrate_1;TRUE;11;character_big_strong_lv3_win;TRUE
;die;TRUE;9;character_big_strong_lv3_stand;FALSE
character_worker_lv1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;9;character_worker_lv1_run;TRUE
;busy_1;FALSE;9;character_worker_lv1_busy_1;FALSE
;busy_2;FALSE;9;character_worker_lv1_busy_2;FALSE
;die;FALSE;9;character_worker_lv1_busy_1;FALSE
character_woman_lv1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;walk;TRUE;9;character_woman_lv1_run;TRUE
;busy_1;TRUE;9;character_woman_lv1_attack1;FALSE
;die;TRUE;9;character_woman_lv1_attack1;FALSE
build_anim_basic_turret_lvl1;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;TRUE;1;build_basic_turret_lvl1_base;TRUE
;attack_1;TRUE;1;build_basic_turret_lvl1_base;FALSE
;die;TRUE;1;build_basic_turret_lvl1_base;FALSE
build_anim_basic_turret_lvl2;;;;;
;Name;HasDirections;ActionFrame;ExportName;Looping
;String;boolean;int;String;boolean
;idle_1;TRUE;1;build_basic_turret_lvl2_base;TRUE
;attack_1;TRUE;1;build_basic_turret_lvl2_base;FALSE
